"SYMBOL","COMPANY NAME","SERIES","PURPOSE","FACE VALUE","EX-DATE","RECORD DATE","BOOK CLOSURE START DATE","BOOK CLOSURE END DATE"
"CMC","CMC Limited","EQ","Dividend Rs.20/- Per Share And Bonus 1:1","10","08-Jun-2011","-","10-Jun-2011","10-Jun-2011"
"MANAPPURAM","Manappuram Finance Limited","EQ","Bonus Shares In The Ratio Of 1:1","2","09-Jun-2011","10-Jun-2011","-","-"
"TITAN","Titan Company Limited","EQ","Bonus 1:1 / Face Value Split From Rs.10/- To Re.1/-","1","23-Jun-2011","24-Jun-2011","-","-"
"RAJPALAYAM","Rajapalayam Mills Limited","EQ","Final Dividend Rs.7.50 Per Share And Special Dividend Rs.7.50 Per Share/Bonus 1:1 (Purpose Revised)","10","13-Jul-2011","-","15-Jul-2011","20-Jul-2011"
"ASHOKLEY","Ashok Leyland Limited","EQ","Bonus 1:1","1","02-Aug-2011","03-Aug-2011","-","-"
"DHANUS","Dhanus Technologies Limited","EQ","Bonus 12:5","10","29-Aug-2011","30-Aug-2011","-","-"
"INDNIPPON","India Nippon Electricals Limited","EQ","Bonus 2:5","5","20-Sep-2011","21-Sep-2011","-","-"
"CUMMINSIND","Cummins India Limited","EQ","Bonus 2:5","2","20-Sep-2011","21-Sep-2011","-","-"
"NITINFIRE","Nitin Fire Protection Industries Limited","EQ","Bonus 5:2","2","22-Sep-2011","23-Sep-2011","-","-"
"ENTEGRA","Entegra Limited","EQ","Bonus 4:13","10","26-Sep-2011","27-Sep-2011","-","-"
"JOCIL","Jocil Limited","EQ","Bonus 1:1","10","27-Sep-2011","28-Sep-2011","-","-"
"ZODIACLOTH","Zodiac Clothing Company Limited","EQ","Bonus 1:2","10","27-Sep-2011","28-Sep-2011","-","-"
"VASWANI","Vaswani Industries Limited","EQ","Bonus 1:4","10","29-Sep-2011","03-Oct-2011","-","-"
"MONSANTO","Monsanto India Limited","EQ","Bonus 1:1","10","05-Oct-2011","08-Oct-2011","-","-"
"CASTEXTECH","Castex Technologies Limited","EQ","Bonus 1:1","2","21-Nov-2011","22-Nov-2011","-","-"
"DPSCLTD","DPSC Limited","EQ","Bonus 22:1 And Face Value Split From Rs.10/- To Re.1/-","1","15-Dec-2011","16-Dec-2011","-","-"
"BSOFT","BIRLASOFT LIMITED","EQ","Bonus 1:1","2","13-Mar-2012","14-Mar-2012","-","-"
"MINDACORP","Minda Corporation Limited","EQ","Bonus 1:1","2","27-Mar-2012","28-Mar-2012","-","-"
"OPTOCIRCUI","Opto Circuits (India) Limited","EQ","Bonus 3:10","10","29-Mar-2012","31-Mar-2012","-","-"
"OIL","Oil India Limited","EQ","Bonus 3:2","10","29-Mar-2012","31-Mar-2012","-","-"
"VAKRANGEE","Vakrangee Limited","EQ","Bonus 1:1 And Face Value Split From Rs.10/- To Re.1/-","1","12-Apr-2012","13-Apr-2012","-","-"
"SUNDARAM","Sundaram Multi Pap Limited","EQ","Bonus 2:1","1","13-Apr-2012","16-Apr-2012","-","-"
"INDOCO","Indoco Remedies Limited","EQ","Bonus 1:2 And Face Value Split From Rs.10 To Rs.2","2","17-May-2012","19-May-2012","-","-"
"INVENTURE","Inventure Growth & Securities Limited","EQ","Bonus - 3:1","1","22-May-2012","23-May-2012","-","-"
"NAUKRI","Info Edge (India) Limited","EQ","Annual General Meeting/Dividend-Re.1/- Per Share/Bonus 1:1","10","22-Jun-2012","-","26-Jun-2012","26-Jun-2012"
"HERCULES","Hercules Hoists Limited","EQ","Annual General Meeting/Dividend Rs.3.50 Per Share/Bonus 1:1 (Purpose Revised)","1","11-Jul-2012","-","13-Jul-2012","17-Jul-2012"
"GABRIEL","Gabriel India Limited","EQ","Bonus 1:1","1","12-Jul-2012","13-Jul-2012","-","-"
"JYOTHYLAB","Jyothy Labs Limited","EQ","Annual General Meeting/Dividend Of Rs.2.50 Per Share/ Bonus 1:1","1","12-Jul-2012","-","16-Jul-2012","16-Jul-2012"
"COROMANDEL","Coromandel International Limited","EQ","Annual General Meeting/Dividend Rs.3/- Per Share/Scheme Of Arrangement - Bonus Debentures 1:1 (Purpose Revised)","1","13-Jul-2012","-","17-Jul-2012","23-Jul-2012"
"BPCL","Bharat Petroleum Corporation Limited","EQ","Annual General Meeting/ Dividend Rs 11/- Per Share/ Bonus 1:1","10","13-Jul-2012","-","17-Jul-2012","17-Jul-2012"
"MICROTECH","Micro Technologies (India) Limited","EQ","Bonus 1:1","10","17-Jul-2012","18-Jul-2012","-","-"
"CASTROL","Castrol India Limited","EQ","Bonus 1:1","10","04-Sep-2012","05-Sep-2012","-","-"
"IMPAL","India Motor Parts and Accessories Limited","EQ","Bonus 1:1","10","10-Sep-2012","11-Sep-2012","-","-"
"MOTHERSON","Samvardhana Motherson International Limited","EQ","Bonus 1:2","1","03-Oct-2012","-","05-Oct-2012","05-Oct-2012"
"BILPOWER","Bilpower  Limited","EQ","Bonus 1:1","10","04-Oct-2012","-","06-Oct-2012","06-Oct-2012"
"SUNDARMFIN","Sundaram Finance Limited","EQ","Bonus 1:1","10","13-Dec-2012","14-Dec-2012","-","-"
"AJRINFRA","AJR INFRA AND TOLLING LIMITED","EQ","Bonus 1:34","2","23-Jan-2013","24-Jan-2013","-","-"
"KANANIIND","Kanani Industries Limited","EQ","Bonus 1:10","1","01-Feb-2013","-","05-Feb-2013","05-Feb-2013"
"PRADIP","Pradip Overseas Limited","EQ","Bonus 1:5","10","12-Feb-2013","13-Feb-2013","-","-"
"VISESHINFO","Visesh Infotecnics Limited","EQ","Bonus 1 : 10","1","07-Mar-2013","08-Mar-2013","-","-"
"RASOYPR","Rasoya Proteins Limited","EQ","Bonus 2:1 / Face Value Split From Rs. 5/- To Re. 1/-","1","21-Mar-2013","22-Mar-2013","-","-"
"ANSALHSG","Ansal Housing Limited","EQ","Bonus 2:1","10","10-Apr-2013","12-Apr-2013","-","-"
"VKSPL","VKS Projects Limited","EQ","Bonus 5:2","1","03-May-2013","06-May-2013","-","-"
"BALMLAWRIE","Balmer Lawrie & Company Limited","EQ","Bonus 3:4","10","23-May-2013","24-May-2013","-","-"
"TARIL","Transformers And Rectifiers (India) Limited","EQ","Bonus 1:9","1","13-Jun-2013","14-Jun-2013","-","-"
"EMAMILTD","Emami Limited","EQ","Bonus 1:2 And Dividend Rs.8/- Per Share","1","26-Jun-2013","27-Jun-2013","-","-"
"SUTLEJTEX","Sutlej Textiles and Industries Limited","EQ","Bonus 1:2","1","27-Jun-2013","28-Jun-2013","-","-"
"ASHOKA","Ashoka Buildcon Limited","EQ","Bonus 1:2 And Face Value Split Rs.10/- To Rs.5/-","5","03-Jul-2013","04-Jul-2013","-","-"
"PNBGILTS","PNB Gilts Limited","EQ","Bonus 1:3","10","03-Jul-2013","04-Jul-2013","-","-"
"GULFPETRO","GP Petroleums Limited","EQ","Bonus 23:19","5","09-Jul-2013","10-Jul-2013","-","-"
"POLYMED","Poly Medicure Limited","EQ","Bonus 1:1","5","09-Jul-2013","10-Jul-2013","-","-"
"LT","Larsen & Toubro Limited","EQ","Bonus 1:2","2","11-Jul-2013","13-Jul-2013","-","-"
"SHILPAMED","Shilpa Medicare Limited","EQ","Annual General Meeting / Dividend - Rs 1.30/- Per Share / Bonus 1:2","1","16-Jul-2013","-","18-Jul-2013","19-Jul-2013"
"TORNTPHARM","Torrent Pharmaceuticals Limited","EQ","Bonus 1:1","5","23-Jul-2013","24-Jul-2013","-","-"
"HERITGFOOD","Heritage Foods Limited","EQ","Bonus 1:1","5","26-Jul-2013","29-Jul-2013","-","-"
"SUNPHARMA","Sun Pharmaceutical Industries Limited","EQ","Bonus 1:1","1","29-Jul-2013","30-Jul-2013","-","-"
"TTML","Tata Teleservices (Maharashtra) Limited","EQ","Bonus 2:15","10","07-Aug-2013","08-Aug-2013","-","-"
"CCL","CCL Products (India) Limited","EQ","Bonus 1:1 And Face Value Split From Rs.10/- To Rs.2/-","2","19-Aug-2013","20-Aug-2013","-","-"
"DIAPOWER","Diamond Power Infra Ltd","EQ","Bonus 1:3","10","26-Aug-2013","27-Aug-2013","-","-"
"CONCOR","Container Corporation of India Limited","EQ","Bonus 1:2","5","06-Sep-2013","10-Sep-2013","-","-"
"AJANTPHARM","Ajanta Pharma Limited","EQ","Bonus 1:2","2","17-Sep-2013","18-Sep-2013","-","-"
"AVTNPL","AVT Natural Products Limited","EQ","Bonus 1:1","1","26-Sep-2013","-","28-Sep-2013","28-Sep-2013"
"ALEMBICLTD","Alembic Limited","EQ","Bonus 1:1","2","27-Sep-2013","30-Sep-2013","-","-"
"BSLIMITED","BS Limited","EQ","Bonus 1:1","1","30-Sep-2013","01-Oct-2013","-","-"
"PRECOT","Precot Limited","EQ","Bonus 1:2","10","03-Oct-2013","04-Oct-2013","-","-"
"AROGRANITE","Aro Granite Industries Limited","EQ","Bonus 1 : 2","10","30-Oct-2013","31-Oct-2013","-","-"
"OMAXE","Omaxe Limited","EQ","Bonus 10:39","10","11-Nov-2013","12-Nov-2013","-","-"
"MOTHERSON","Samvardhana Motherson International Limited","EQ","Bonus 1:2","1","20-Dec-2013","-","24-Dec-2013","24-Dec-2013"
"IVC","IL&FS Investment Managers Limited","EQ","Bonus 1:2","2","26-Dec-2013","-","28-Dec-2013","28-Dec-2013"
"MOHOTAIND","Mohota Industries Limited","EQ","Bonus 2 : 1","10","06-Feb-2014","07-Feb-2014","-","-"
"SHARONBIO","Sharon Bio-Medicine Limited","EQ","Bonus 1:1 / Face Value Split From 10/- To Face Value 2/-","2","20-Feb-2014","21-Feb-2014","-","-"
"ZEEL","Zee Entertainment Enterprises Limited","EQ","Bonus Preference Shares 21:1","1","03-Mar-2014","04-Mar-2014","-","-"
"RAJTV","Raj Television Network Limited","EQ","Bonus 1:1 / Face Value Split From Rs.10/- To Rs.5/-","5","25-Mar-2014","26-Mar-2014","-","-"
"MAYURUNIQ","Mayur Uniquoters Ltd","EQ","Bonus 1 : 1","5","28-Mar-2014","02-Apr-2014","-","-"
"KOTHARIPRO","Kothari Products Limited","EQ","Bonus 2 : 1","10","28-Mar-2014","02-Apr-2014","-","-"
"GMBREW","GM Breweries Limited","EQ","Dividend Rs 2.50/- Per Share / Bonus 1 : 4","10","16-May-2014","-","20-May-2014","22-May-2014"
"MINDTREE","MindTree Limited","EQ","Bonus 1 : 1","10","03-Jun-2014","04-Jun-2014","-","-"
"GRUH","Gruh Finance Limited","EQ","Bonus Issue 1 : 1","2","09-Jun-2014","10-Jun-2014","-","-"
"DEEPAKNTR","Deepak Nitrite Limited","EQ","Bonus 1 : 1 / Face Value Split From Rs 10/- Each To Rs 2/- Each","2","20-Jun-2014","23-Jun-2014","-","-"
"LGBBROSLTD","LG Balakrishnan & Bros Limited","EQ","Annual General Meeting / Final Dividend - Rs 7/- Per Share / Bonus 1 : 1","10","04-Jul-2014","-","08-Jul-2014","09-Jul-2014"
"SHRENUJ","Shrenuj & Company Limited","EQ","Annual General Meeting / Dividend - Re 0.60/- Per Share / Bonus 1 : 1","2","15-Jul-2014","-","17-Jul-2014","17-Jul-2014"
"JMTAUTOLTD","JMT Auto Limited","EQ","Bonus 5:2","1","30-Jul-2014","31-Jul-2014","-","-"
"SHILPI","Shilpi Cable Technologies Limited","EQ","Bonus 1:1","10","16-Sep-2014","17-Sep-2014","-","-"
"LYPSAGEMS","Lypsa Gems & Jewellery Limited","EQ","Bonus 1:2","10","29-Sep-2014","30-Sep-2014","-","-"
"SUDARSCHEM","Sudarshan Chemical Industries Limited","EQ","Bonus 1 : 1 / Face Value Split From Rs 10/- To Rs 2/- Per Share","2","30-Sep-2014","01-Oct-2014","-","-"
"JBMA","JBM Auto Limited","EQ","Bonus 1:1 And Face Value Split Rs.10/- To Rs.5/- Per Share","2","08-Oct-2014","09-Oct-2014","-","-"
"THEBYKE","The Byke Hospitality Limited","EQ","Bonus 1:1","10","09-Oct-2014","10-Oct-2014","-","-"
"NITINFIRE","Nitin Fire Protection Industries Limited","EQ","Bonus 1:3","2","13-Nov-2014","15-Nov-2014","-","-"
"VIKASECO","Vikas EcoTech Limited","EQ","Bonus 3 : 2","1","13-Nov-2014","15-Nov-2014","-","-"
"BLUEDART","Blue Dart Express Limited","EQ","Scheme Of Arrangement - Issue Of Bonus Debentures","10","17-Nov-2014","18-Nov-2014","-","-"
"INFY","Infosys Limited","EQ","Bonus 1:1","5","02-Dec-2014","03-Dec-2014","-","-"
"GODREJIND","Godrej Industries Limited","EQ","Bonus 1 : 1250","1","05-Jan-2015","06-Jan-2015","-","-"
"MINDACORP","Minda Corporation Limited","EQ","Bonus 1:1 / Face Value Split From Rs 10/- Per Share To Rs 2/- Per Share","2","05-Jan-2015","06-Jan-2015","-","-"
"FCL","Fineotex Chemical Limited","EQ","Bonus 1:1","2","12-Feb-2015","13-Feb-2015","-","-"
"PERSISTENT","Persistent Systems Limited","EQ","Bonus 1 : 1","5","10-Mar-2015","11-Mar-2015","-","-"
"MOHOTAIND","Mohota Industries Limited","EQ","Bonus 1:6","10","16-Mar-2015","17-Mar-2015","-","-"
"HCLTECH","HCL Technologies Limited","EQ","Bonus 1 : 1","2","19-Mar-2015","20-Mar-2015","-","-"
"TECHM","Tech Mahindra Limited","EQ","Bonus 1:1 / Face Value Split - From Rs 10/- Per Share To Rs 5/- Per Share","5","19-Mar-2015","20-Mar-2015","-","-"
"NTPC","NTPC Limited","EQ","Scheme Of Arrangement - Bonus Debentures 1:1","10","20-Mar-2015","23-Mar-2015","-","-"
"AARTIDRUGS","Aarti Drugs Limited","EQ","Bonus 1:1","10","24-Mar-2015","25-Mar-2015","-","-"
"WABAG","VA Tech Wabag Limited","EQ","Bonus 1 : 1","2","26-Mar-2015","27-Mar-2015","-","-"
"INSECTICID","Insecticides (India) Limited","EQ","Bonus 1:2","10","16-Apr-2015","17-Apr-2015","-","-"
"VIVIDHA","Visagar Polytex Limited","EQ","Bonus 10:1","1","28-May-2015","30-May-2015","-","-"
"INFY","Infosys Limited","EQ","Annual General Meeting/ Dividend - Rs 29.50/- Per Share And Bonus 1:1","5","15-Jun-2015","-","17-Jun-2015","17-Jun-2015"
"CMAHENDRA","C. Mahendra Exports Limited","EQ","Bonus 1:1","10","18-Jun-2015","19-Jun-2015","-","-"
"SRSLTD","SRS Limited","EQ","Bonus 1:1","10","25-Jun-2015","26-Jun-2015","-","-"
"RELAXO","Relaxo Footwears Limited","EQ","Bonus 1:1","1","01-Jul-2015","02-Jul-2015","-","-"
"FEDERALBNK","The Federal Bank  Limited","EQ","Bonus 1:1","2","08-Jul-2015","09-Jul-2015","-","-"
"KOTAKBANK","Kotak Mahindra Bank Limited","EQ","Bonus 1: 1","5","08-Jul-2015","09-Jul-2015","-","-"
"MAITHANALL","Maithan Alloys Limited","EQ","Bonus 1:1","10","15-Jul-2015","16-Jul-2015","-","-"
"AUROPHARMA","Aurobindo Pharma Limited","EQ","Bonus 1:1","1","20-Jul-2015","21-Jul-2015","-","-"
"MOTHERSON","Samvardhana Motherson International Limited","EQ","Annual General Meeting / Dividend - Rs 3/- Per Share / Bonus - 1:2","1","23-Jul-2015","-","25-Jul-2015","25-Jul-2015"
"MBLINFRA","MBL Infrastructure Limited","EQ","Bonus 1:1","10","28-Jul-2015","29-Jul-2015","-","-"
"DHFL","Dewan Housing Finance Corporation Limited","EQ"," Bonus 1:1","10","09-Sep-2015","10-Sep-2015","-","-"
"BEL","Bharat Electronics Limited","EQ"," Bonus 2:1","1","14-Sep-2015","15-Sep-2015","-","-"
"APCOTEXIND","Apcotex Industries Limited","EQ"," Bonus 1:1","2","23-Sep-2015","24-Sep-2015","-","-"
"COLPAL","Colgate Palmolive (India) Limited","EQ"," Bonus 1:1","1","23-Sep-2015","24-Sep-2015","-","-"
"DIVISLAB","Divi's Laboratories Limited","EQ"," Bonus 1:1","2","23-Sep-2015","26-Sep-2015","-","-"
"SHIVAMAUTO","Shivam Autotech Limited","EQ"," Bonus 1: 1","2","08-Oct-2015","10-Oct-2015","-","-"
"RUBYMILLS","The Ruby Mills Limited","EQ"," Bonus 1:1","5","21-Oct-2015","24-Oct-2015","-","-"
"ECLERX","eClerx Services Limited","EQ"," Bonus 1:3","10","17-Dec-2015","18-Dec-2015","-","-"
"VENKEYS","Venky's (India) Limited","EQ"," Bonus 1:2","10","21-Dec-2015","22-Dec-2015","-","-"
"MARICO","Marico Limited","EQ"," Bonus 1:1","1","22-Dec-2015","24-Dec-2015","-","-"
"ALLCARGO","Allcargo Logistics Limited","EQ"," Bonus 1:1","2","30-Dec-2015","31-Dec-2015","-","-"
"KOTHARIPRO","Kothari Products Limited","EQ"," Bonus 1:2","10","05-Jan-2016","06-Jan-2016","-","-"
"MINDTREE","MindTree Limited","EQ"," Bonus 1:1","10","09-Mar-2016","10-Mar-2016","-","-"
"RAMASTEEL","Rama Steel Tubes Limited","EQ"," Bonus 4:1/Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 5/- Per Share","1","14-Mar-2016","15-Mar-2016","-","-"
"VEEDOL","Veedol Corporation Limited","EQ"," Bonus 1:1/Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 5/- Per Share ","2","16-Mar-2016","17-Mar-2016","-","-"
"VIVIDHA","Visagar Polytex Limited","EQ"," Bonus 1:3","1","30-Mar-2016","02-Apr-2016","-","-"
"DISHMAN","Dishman Pharmaceuticals and Chemicals Limited","EQ"," Bonus 1:1","2","02-May-2016","03-May-2016","-","-"
"GMBREW","GM Breweries Limited","EQ"," Bonus 1:4","10","30-May-2016","31-May-2016","-","-"
"PINCON","Pincon Spirit Limited","EQ"," Bonus 1:1","10","23-Jun-2016","25-Jun-2016","-","-"
"ITC","ITC Limited","EQ"," Bonus 1:2","1","01-Jul-2016","04-Jul-2016","-","-"
"BPCL","Bharat Petroleum Corporation Limited","EQ"," Bonus 1:1","10","13-Jul-2016","14-Jul-2016","-","-"
"HATSUN","Hatsun Agro Product Limited","EQ"," Bonus 2:5","1","13-Jul-2016","14-Jul-2016","-","-"
"GANESHHOUC","Ganesh Housing Corporation Limited","EQ"," Bonus 1:2","10","14-Jul-2016","15-Jul-2016","-","-"
"GRINDWELL","Grindwell Norton Limited","EQ"," Bonus 1:1","5","14-Jul-2016","15-Jul-2016","-","-"
"BERGEPAINT","Berger Paints (I) Limited","EQ"," Bonus 2:5","1","15-Jul-2016","18-Jul-2016","-","-"
"KTIL","Kesar Terminals & Infrastructure Limited","EQ"," Bonus 1:25/ Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 5/- Per Share","5","11-Aug-2016","13-Aug-2016","-","-"
"PFC","Power Finance Corporation Limited","EQ"," Bonus 1:1","10","26-Aug-2016","29-Aug-2016","-","-"
"MENONBE","Menon Bearings Limited","EQ"," Bonus 1:5","1","30-Aug-2016","31-Aug-2016","-","-"
"NAVA","NAVA LIMITED","EQ"," Bonus 1:1","2","01-Sep-2016","03-Sep-2016","-","-"
"TECHNO","Techno Electric & Engineering Company Limited","EQ"," Bonus 1:1","2","06-Sep-2016","07-Sep-2016","-","-"
"BAJFINANCE","Bajaj Finance Limited","EQ"," Bonus 1:1/Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share","2","08-Sep-2016","10-Sep-2016","-","-"
"HINDPETRO","Hindustan Petroleum Corporation Limited","EQ"," Bonus 2:1","10","14-Sep-2016","15-Sep-2016","-","-"
"SYMPHONY","Symphony Limited","EQ"," Bonus 1:1","2","14-Sep-2016","15-Sep-2016","-","-"
"RECLTD","REC Limited","EQ"," Bonus 1:1","10","28-Sep-2016","29-Sep-2016","-","-"
"SECURKLOUD","SECUREKLOUD TECHNOLOGIES LIMITED","EQ"," Bonus 1:3/Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 5/- Per Share","5","10-Oct-2016","13-Oct-2016","-","-"
"IOC","Indian Oil Corporation Limited","EQ"," Bonus 1:1","10","18-Oct-2016","19-Oct-2016","-","-"
"ALANKIT","Alankit Limited","EQ"," Bonus 1:1","1","19-Oct-2016","20-Oct-2016","-","-"
"SUNILHITEC","Sunil Hitech Engineers Limited","EQ"," Bonus 1:1/Face Value Split (Sub-Division) - From Rs 10/- Per Share To Re 1/- Per Share","1","01-Dec-2016","03-Dec-2016","-","-"
"INDIANHUME","Indian Hume Pipe Company Limited","EQ"," Bonus 1:1","2","09-Dec-2016","13-Dec-2016","-","-"
"ONGC","Oil & Natural Gas Corporation Limited","EQ"," Bonus 1: 2","5","15-Dec-2016","16-Dec-2016","-","-"
"BALMLAWRIE","Balmer Lawrie & Company Limited","EQ"," Bonus 3:1","10","26-Dec-2016","27-Dec-2016","-","-"
"ENGINERSIN","Engineers India Limited","EQ"," Bonus 1:1","5","30-Dec-2016","02-Jan-2017","-","-"
"GATECH","GACM Technologies Limited","EQ"," Bonus 1:4","1","10-Jan-2017","11-Jan-2017","-","-"
"OIL","Oil India Limited","EQ"," Bonus 1:3","10","12-Jan-2017","13-Jan-2017","-","-"
"ORBTEXP","Orbit Exports Limited","EQ"," Bonus 1:1/Interim Dividend Rs 2/- Per Share (Purpose Revised)","10","14-Feb-2017","15-Feb-2017","-","-"
"NBCC","NBCC (India) Limited","EQ"," Bonus 1:2","1","17-Feb-2017","21-Feb-2017","-","-"
"GAIL","GAIL (India) Limited","EQ"," Bonus 1:3","10","09-Mar-2017","11-Mar-2017","-","-"
"VGUARD","V-Guard Industries Limited","EQ"," Bonus 2:5","1","15-Mar-2017","16-Mar-2017","-","-"
"ABMINTLTD","ABM International Limited","EQ"," Bonus 5:1","10","15-Mar-2017","16-Mar-2017","-","-"
"POLYMED","Poly Medicure Limited","EQ"," Bonus 1:1","5","24-Mar-2017","28-Mar-2017","-","-"
"CONCOR","Container Corporation of India Limited","EQ"," Bonus 1:4","5","05-Apr-2017","06-Apr-2017","-","-"
"BEARDSELL","Beardsell Limited","EQ"," Bonus 1:5/Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share","2","04-May-2017","05-May-2017","-","-"
"HINDCOMPOS","Hindustan Composites Limited","EQ"," Bonus 1:2/Face Value Split (Sub-Division) From Rs 10 Per Share To Rs 5 Per Share","5","25-May-2017","26-May-2017","-","-"
"MUTHOOTCAP","Muthoot Capital Services Limited","EQ"," Bonus 1:10","10","12-Jun-2017","13-Jun-2017","-","-"
"WIPRO","Wipro Limited","EQ"," Bonus 1:1","2","13-Jun-2017","14-Jun-2017","-","-"
"BIOCON","Biocon Limited","EQ"," Bonus 2:1","5","15-Jun-2017","17-Jun-2017","-","-"
"ICICIBANK","ICICI Bank Limited","EQ"," Annual General Meeting/Dividend - Rs 2.50 Per Share/Bonus 1:10 (Revised)","2","20-Jun-2017","-","22-Jun-2017","24-Jun-2017"
"KITEX","Kitex Garments Limited","EQ"," Bonus 2:5","1","22-Jun-2017","23-Jun-2017","-","-"
"GODREJCP","Godrej Consumer Products Limited","EQ"," Bonus 1:1","1","22-Jun-2017","24-Jun-2017","-","-"
"PETRONET","Petronet LNG Limited","EQ"," Bonus 1:1","10","03-Jul-2017","04-Jul-2017","-","-"
"SANWARIA","Sanwaria Consumer Limited","EQ"," Bonus 1:1","1","03-Jul-2017","04-Jul-2017","-","-"
"PLASTIBLEN","Plastiblends India Limited","EQ"," Bonus 1:1","5","03-Jul-2017","04-Jul-2017","-","-"
"MOTHERSON","Samvardhana Motherson International Limited","EQ"," Bonus 1:2","1","05-Jul-2017","-","07-Jul-2017","07-Jul-2017"
"PCJEWELLER","PC Jeweller Limited","EQ"," Bonus 1:1","10","06-Jul-2017","07-Jul-2017","-","-"
"MAANALU","Maan Aluminium Limited","EQ"," Bonus 1:1","5","10-Jul-2017","11-Jul-2017","-","-"
"MHRIL","Mahindra Holidays & Resorts India Limited","EQ"," Bonus 1:2","10","10-Jul-2017","11-Jul-2017","-","-"
"HINDPETRO","Hindustan Petroleum Corporation Limited","EQ"," Bonus 1:2/ Dividend - Rs 1.10 Per Share","10","11-Jul-2017","12-Jul-2017","-","-"
"MUNJALAU","Munjal Auto Industries Limited","EQ"," Bonus 1:1","2","11-Jul-2017","12-Jul-2017","-","-"
"LYPSAGEMS","Lypsa Gems & Jewellery Limited","EQ"," Bonus 2:5","10","12-Jul-2017","13-Jul-2017","-","-"
"GPTINFRA","GPT Infraprojects Limited","EQ"," Bonus 1:1","10","13-Jul-2017","-","15-Jul-2017","17-Jul-2017"
"CUB","City Union Bank Limited","EQ"," Bonus 1:10","1","13-Jul-2017","15-Jul-2017","-","-"
"BPCL","Bharat Petroleum Corporation Limited","EQ"," Bonus 1:2","10","13-Jul-2017","15-Jul-2017","-","-"
"LT","Larsen & Toubro Limited","EQ"," Bonus 1:2","2","13-Jul-2017","14-Jul-2017","-","-"
"JAYAGROGN","Jayant Agro Organics Limited","EQ"," Bonus 1:1  ","5","01-Aug-2017","02-Aug-2017","-","-"
"VIJIFIN","Viji Finance Limited","EQ"," Bonus 1:10","1","04-Aug-2017","07-Aug-2017","-","-"
"RELIANCE","Reliance Industries Limited","EQ"," Bonus 1:1","10","07-Sep-2017","09-Sep-2017","-","-"
"TATAELXSI","Tata Elxsi Limited","EQ"," Bonus 1:1","10","18-Sep-2017","19-Sep-2017","-","-"
"MANPASAND","Manpasand Beverages Limited","EQ"," Bonus 1:1","10","27-Sep-2017","28-Sep-2017","-","-"
"MOIL","MOIL Limited","EQ"," Bonus 1:1","10","27-Sep-2017","28-Sep-2017","-","-"
"BHARATFORG","Bharat Forge Limited","EQ"," Bonus 1:1","2","28-Sep-2017","30-Sep-2017","-","-"
"BHEL","Bharat Heavy Electricals Limited","EQ"," Bonus 1:2  ","2","28-Sep-2017","30-Sep-2017","-","-"
"BEL","Bharat Electronics Limited","EQ"," Bonus 1:10","1","28-Sep-2017","29-Sep-2017","-","-"
"PANAMAPET","Panama Petrochem Limited","EQ"," Bonus 1:2","2","03-Oct-2017","04-Oct-2017","-","-"
"INFINITE","Infinite Computer Solutions (India) Limited","EQ"," Bonus 1:26","10","01-Nov-2017","02-Nov-2017","-","-"
"VAKRANGEE","Vakrangee Limited","EQ"," Bonus 1:1","1","21-Dec-2017","23-Dec-2017","-","-"
"BALKRISIND","Balkrishna Industries Limited","EQ"," Bonus 1:1","2","21-Dec-2017","23-Dec-2017","-","-"
"CASTROLIND","Castrol India Limited","EQ"," Bonus 1:1","5","21-Dec-2017","23-Dec-2017","-","-"
"M&M","Mahindra & Mahindra Limited","EQ"," Bonus 1:1","5","21-Dec-2017","23-Dec-2017","-","-"
"BILENERGY","Bil Energy Systems Limited","EQ"," Bonus 1:1","1","11-Jan-2018","13-Jan-2018","-","-"
"EXCEL","Excel Realty N Infra Limited","EQ"," Bonus 2:1","1","23-Jan-2018","24-Jan-2018","-","-"
"IOC","Indian Oil Corporation Limited","EQ"," Bonus 1:1","10","15-Mar-2018","17-Mar-2018","-","-"
"LAOPALA","La Opala RG Limited","EQ"," Bonus 1:1","2","22-Mar-2018","23-Mar-2018","-","-"
"GAIL","GAIL (India) Limited","EQ"," Bonus 1:3","10","27-Mar-2018","29-Mar-2018","-","-"
"KELLTONTEC","Kellton Tech Solutions Limited","EQ"," Bonus 1:1","5","27-Mar-2018","29-Mar-2018","-","-"
"OIL","Oil India Limited","EQ"," Bonus 1:2","10","27-Mar-2018","29-Mar-2018","-","-"
"MMTC","MMTC Limited","EQ"," Bonus 1:2","1","03-May-2018","04-May-2018","-","-"
"GMBREW","GM Breweries Limited","EQ"," Bonus 1:4","10","21-May-2018","22-May-2018","-","-"
"TCS","Tata Consultancy Services Limited","EQ"," Bonus 1:1 /Dividend- Rs 29 Per Share","1","31-May-2018","02-Jun-2018","-","-"
"GRUH","Gruh Finance Limited","EQ"," Bonus 1:1","2","06-Jun-2018","07-Jun-2018","-","-"
