"SYMBOL","COMPANY NAME","SERIES","PURPOSE","FACE VALUE","EX-DATE","RECORD DATE","BOOK CLOSURE START DATE","BOOK CLOSURE END DATE"
"SANWARIA","Sanwaria Consumer Limited","EQ","Fv Split Rs.5/- To Rs.2/","1","08-Dec-2006","15-Dec-2006","-","-"
"GRAPHITE","Graphite India Limited","EQ","Fv Split Rs.10/- To Rs.2/","2","11-Dec-2006","18-Dec-2006","-","-"
"FEL","Future Enterprises Limited","EQ","Fv Split Rs.10/- To Rs.2/","2","12-Dec-2006","19-Dec-2006","-","-"
"KEI","KEI Industries Limited","EQ","Fv Split Rs.10/- To Rs.2/","2","21-Dec-2006","29-Dec-2006","-","-"
"HTMEDIA","HT Media Limited","EQ","Fv Split Rs.10/- To Rs.2/","2","28-Dec-2006","05-Jan-2007","-","-"
"FINCABLES","Finolex Cables Limited","EQ","Fv Split Rs.10/- To Rs.2/","2","08-Jan-2007","15-Jan-2007","-","-"
"PARACABLES","Paramount Communications Limited","EQ","Fv Split Rs.10/- To Rs.2/","2","25-Jan-2007","05-Feb-2007","-","-"
"GOKEX","Gokaldas Exports Limited","EQ","Fv Split Rs.10/- To Rs.5/","5","08-Feb-2007","15-Feb-2007","-","-"
"MARICO","Marico Limited","EQ","Fv Split Rs.10/- To Re.1/","1","21-Feb-2007","28-Feb-2007","-","-"
"MFSL","Max Financial Services Limited","EQ","Fv Split Rs.10/- To Rs.2/","2","12-Mar-2007","19-Mar-2007","-","-"
"DCHL","Deccan Chronicle Holdings Limited","EQ","Fv Split Rs.10/- To Rs.2/","2","13-Mar-2007","21-Mar-2007","-","-"
"NRBBEARING","NRB Bearing Limited","EQ","Fv Split Rs.10/- To Rs.2/","2","26-Mar-2007","04-Apr-2007","-","-"
"PUNJLLOYD","Punj Lloyd Limited","EQ","Fv Split Rs.10/- To Rs.2/","2","29-Mar-2007","06-Apr-2007","-","-"
"MIRZAINT","Mirza International Limited","EQ","Fv Split Rs.10/- To Rs.2/","2","24-Apr-2007","01-May-2007","-","-"
"THOMASCOOK","Thomas Cook  (India)  Limited","EQ","Fv Split Rs.10/- To Re.1/","1","14-May-2007","21-May-2007","-","-"
"GUJRATGAS","Gujarat Gas Company Limited","EQ","Fv Split Rs.10/- To Rs.2/","2","15-May-2007","22-May-2007","-","-"
"HUHTAMAKI","Huhtamaki India Limited","EQ","Fv Split Rs.10/- To Rs.2/","2","25-May-2007","01-Jun-2007","-","-"
"ABB","ABB India Limited","EQ","Fv Split Rs.10/- To Rs.2/","2","28-Jun-2007","06-Jul-2007","-","-"
"KSOILS","K S Oils Limited","EQ","Fv Split Rs.10/- To Re.1/","1","18-Jul-2007","25-Jul-2007","-","-"
"EASUNREYRL","Easun Reyrolle Limited","EQ","Fv Split Rs.10/- To Rs.2/","2","31-Jul-2007","07-Aug-2007","-","-"
"DIVISLAB","Divi's Laboratories Limited","EQ","Agm/Fv Split Rs10 To Rs2","2","03-Aug-2007","-","10-Aug-2007","13-Aug-2007"
"APOLLOTYRE","Apollo Tyres Limited","EQ","Fv Split Rs.10/- To Re.1/","1","17-Aug-2007","27-Aug-2007","-","-"
"EKC","Everest Kanto Cylinder Limited","EQ","Fv Split Rs.10/- To Rs.2/","2","21-Aug-2007","28-Aug-2007","-","-"
"SANGHVIMOV","Sanghvi Movers Limited","EQ","Fv Split Rs.10/- To Rs.2/","1","23-Aug-2007","30-Aug-2007","-","-"
"HIRECT","Hind Rectifiers Limited","EQ","Fv Split Rs.10/- To Rs.2/","2","28-Aug-2007","04-Sep-2007","-","-"
"USHAMART","Usha Martin Limited","EQ","Fv Split Rs.5/- To Re.1/","1","29-Aug-2007","05-Sep-2007","-","-"
"GLENMARK","Glenmark Pharmaceuticals Limited","EQ","Agm/Fv Split Rs.2 To Re.1","1","10-Sep-2007","-","17-Sep-2007","20-Sep-2007"
"ELECTCAST","Electrosteel Castings Limited","EQ","Fv Split Rs.10/- To Re.1/","1","17-Sep-2007","24-Sep-2007","-","-"
"ARE&M","Amara Raja Energy & Mobility Limited","EQ","Fv Split Rs.10/- To Rs.2/","1","19-Sep-2007","26-Sep-2007","-","-"
"BATLIBOI","Batliboi Limited","EQ","Fv Split Rs.10/- To Rs.5/","5","26-Sep-2007","04-Oct-2007","-","-"
"GMRINFRA","GMR Airports Infrastructure Limited","EQ","Fv Split Rs.10/- To Rs.2/","1","28-Sep-2007","08-Oct-2007","-","-"
"ANANTRAJ","Anant Raj Limited","EQ","Fv Split Rs.10/- To Re.2/","2","08-Oct-2007","15-Oct-2007","-","-"
"MANINDS","Man Industries (India) Limited","EQ","Fv Split Rs.10/- To Rs.5/","5","09-Oct-2007","16-Oct-2007","-","-"
"PENINLAND","Peninsula Land Limited","EQ","Fv Split Rs.10/- To Rs.2/","2","16-Oct-2007","23-Oct-2007","-","-"
"BLKASHYAP","B. L. Kashyap and Sons Limited","EQ","Fv Split Rs.10/- To Rs.5/","1","22-Oct-2007","29-Oct-2007","-","-"
"ASIANELEC","Asian Electronics Limited","EQ","Fv Split Rs.10/- To Rs.5/","5","22-Oct-2007","29-Oct-2007","-","-"
"ADVANIHOTR","Advani Hotels & Resorts (India) Limited","EQ","Fv Split Rs.10/- To Rs.2/","2","22-Oct-2007","29-Oct-2007","-","-"
"ICSA","ICSA (India) Limited","EQ","Fv Split Rs.10/- To Rs.2/","2","23-Oct-2007","30-Oct-2007","-","-"
"WSTCSTPAPR","West Coast Paper Mills Limited","EQ","Fv Split Rs.10/- To Rs.2/","2","26-Oct-2007","02-Nov-2007","-","-"
"RUCHISOYA","Ruchi Soya Industries Limited","EQ","Fv Split Rs.10/- To Rs.2/","2","29-Oct-2007","03-Nov-2007","-","-"
"GMDCLTD","Gujarat Mineral Development Corporation Limited","EQ","Fv Split Rs.10/- To Rs.2/","2","08-Nov-2007","16-Nov-2007","-","-"
"SUBROS","Subros Limited","EQ","Fv Split Rs.10/- To Rs.2/","2","20-Nov-2007","27-Nov-2007","-","-"
"BANCOINDIA","Banco Products (I) Limited","EQ","Fv Split Rs.10/- To Rs.2/","2","23-Nov-2007","30-Nov-2007","-","-"
"JPASSOCIAT","Jaiprakash Associates Limited","EQ","Fv Split Rs.10/- To Rs.2/","2","17-Dec-2007","26-Dec-2007","-","-"
"JAGRAN","Jagran Prakashan Limited","EQ","Fv Split Rs.10/- To Rs.2/","2","09-Jan-2008","16-Jan-2008","-","-"
"CLASSIC","Classic Diamonds (India) Limited","EQ","Fv Split Rs.10/- To Rs.2/","2","11-Jan-2008","18-Jan-2008","-","-"
"DELTACORP","Delta Corp Limited","EQ","Fv Split Rs.10/- To Re.1/","1","15-Jan-2008","22-Jan-2008","-","-"
"JINDALSTEL","Jindal Steel & Power Limited","EQ","Fv Split Rs.5/- To Re.1/-","1","21-Jan-2008","28-Jan-2008","-","-"
"SUZLON","Suzlon Energy Limited","EQ","Fv Split Rs.10/- To Rs.2/","2","21-Jan-2008","28-Jan-2008","-","-"
"CINEVISTA","Cinevista Limited","EQ","Fv Split Rs.10/- To Rs.2/","2","22-Jan-2008","29-Jan-2008","-","-"
"CUB","City Union Bank Limited","EQ","Fv Split Rs.10/- To Re.1/","1","23-Jan-2008","30-Jan-2008","-","-"
"ORIENTPPR","Orient Paper & Industries Limited","EQ","Fv Split Rs.10/- To Re.1/","1","01-Feb-2008","08-Feb-2008","-","-"
"SANWARIA","Sanwaria Consumer Limited","EQ","Fv Split Rs.2/- To Re.1/-","1","04-Feb-2008","11-Feb-2008","-","-"
"GVKPIL","GVK Power & Infrastructure Limited","EQ","Fv Split Rs.10/- To Re.1/","1","08-Feb-2008","15-Feb-2008","-","-"
"PHOENIXLTD","The Phoenix Mills Limited","EQ","Fv Split Rs.10/- To Rs.2/","2","13-Feb-2008","20-Feb-2008","-","-"
"TV18BRDCST","TV18 Broadcast Limited","EQ","Fv Split Rs.10/- To Rs.2/","2","21-Feb-2008","28-Feb-2008","-","-"
"PTL","PTL Enterprises Limited","EQ","Fv Split Rs.10/- To Rs.2/","1","25-Feb-2008","03-Mar-2008","-","-"
"3PLAND","3P Land Holdings Limited","EQ","Fv Split Rs.10/- To Rs.2/","2","11-Mar-2008","18-Mar-2008","-","-"
"MARKSANS","Marksans Pharma Limited","EQ","Fv Split Rs.10/- To Re.1/","1","11-Mar-2008","-","18-Mar-2008","25-Mar-2008"
"ACE","Action Construction Equipment Limited","EQ","Fv Split Rs.10/- To Rs.2/","2","13-Mar-2008","24-Mar-2008","-","-"
"EMCO","Emco Limited","EQ","Fv Split Rs.10/- To Rs.2/","2","14-Mar-2008","25-Mar-2008","-","-"
"GANDHITUBE","Gandhi Special Tubes Limited","EQ","Fv Split Rs.10/- To Rs.5/","5","17-Mar-2008","26-Mar-2008","-","-"
"KGL","Karuturi Global Limited","EQ","Fv Split Rs.10/- To Re.1/","1","04-Apr-2008","11-Apr-2008","-","-"
"RENUKA","Shree Renuka Sugars Limited","EQ","Fv Split Rs.10/- To Re.1/","1","10-Apr-2008","21-Apr-2008","-","-"
"NMDC","NMDC Limited","EQ","Fv Split Rs.10/- To Re.1/","1","10-Apr-2008","21-Apr-2008","-","-"
"CENTURYPLY","Century Plyboards (India) Limited","EQ","Fv Split Rs.10/- To Re.1/","1","24-Apr-2008","02-May-2008","-","-"
"EVINIX","Evinix Accessories Limited","EQ","Fv Split Rs.10/- To Re.1/","1","29-Apr-2008","07-May-2008","-","-"
"TANLA","Tanla Platforms Limited","EQ","Fv Split Rs.2/- To Re.1/-","1","02-May-2008","09-May-2008","-","-"
"MIC","MIC Electronics Limited","EQ","Fv Split Rs.10/- To Rs.2/","2","27-Jun-2008","07-Jul-2008","-","-"
"EASTSILK","Eastern Silk Industries Limited","EQ","Fv Split Rs.10/- To Rs.2/","2","27-Jun-2008","07-Jul-2008","-","-"
"BIRLAMONEY","Aditya Birla Money Limited","EQ","Fv Split Rs.10/- To Re.1/","1","11-Jul-2008","18-Jul-2008","-","-"
"TRICOM","Tricom India Limited","EQ","Fv Split Rs.10/- To Rs.2/","2","15-Jul-2008","22-Jul-2008","-","-"
"MALCO","The Madras Aluminium Company Limited","EQ","Fv Split Rs.10/- To Rs.2/","2","17-Jul-2008","24-Jul-2008","-","-"
"MOTILALOFS","Motilal Oswal Financial Services Limited","EQ","Fv Split Rs.5/- To Re.1/-","1","25-Jul-2008","01-Aug-2008","-","-"
"IIFL","IIFL Finance Limited","EQ","Fv Split Rs.10/- To Rs.2/","2","08-Aug-2008","18-Aug-2008","-","-"
"KOKUYOCMLN","Kokuyo Camlin Limited","EQ","Fv Split Rs.10/- To Re.1/","1","22-Aug-2008","29-Aug-2008","-","-"
"JTEKTINDIA","Jtekt India Limited","EQ","Fv Split Rs.2/- To Re.1/-","1","02-Sep-2008","10-Sep-2008","-","-"
"AICHAMP","AI Champdany Industries Limited","EQ","Fv Split Rs.10/- To Rs.5/","5","11-Sep-2008","18-Sep-2008","-","-"
"HERCULES","Hercules Hoists Limited","EQ","Fv Split Rs.10/- To Re.1/","1","17-Sep-2008","24-Sep-2008","-","-"
"GEMINI","Gemini Communication Limited","EQ","Fv Split Rs.5/- To Re.1/-","1","17-Sep-2008","24-Sep-2008","-","-"
"TAKE","Take Solutions Limited","EQ","Fv Split-Rs10/- To Re.1/-","1","18-Sep-2008","25-Sep-2008","-","-"
"PROVOGUE","Provogue (India) Limited","EQ","Fv Split Rs.10/- To Rs.2/","2","03-Oct-2008","13-Oct-2008","-","-"
"AIAENG","AIA Engineering Limited","EQ","Fv Split Rs.10/- To Rs.2/Rd Date Revised","2","13-Oct-2008","20-Oct-2008","-","-"
"GET&D","GE T&D India Limited","EQ","Fv Split Rs.10/- To Rs.2/Rd Date Revised","2","22-Oct-2008","31-Oct-2008","-","-"
"TIMETECHNO","Time Technoplast Limited","EQ","Fv Split Rs.10/- To Re.1/Record Date Revised","1","29-Oct-2008","06-Nov-2008","-","-"
"RATNAMANI","Ratnamani Metals & Tubes Limited","EQ","Fv Split Rs.10/- To Rs.2/","2","06-Nov-2008","14-Nov-2008","-","-"
"JINDRILL","Jindal Drilling And Industries Limited","EQ","Fv Split-Rs10/- To Rs5/-","5","06-Nov-2008","14-Nov-2008","-","-"
"NECLIFE","Nectar Lifesciences Limited","EQ","Fv Split Rs.10/- To Re.1/","1","12-Nov-2008","20-Nov-2008","-","-"
"JYOTHYLAB","Jyothy Labs Limited","EQ","Fv Split Rs.5/- To Re.1/-","1","12-Dec-2008","19-Dec-2008","-","-"
"TEXINFRA","Texmaco Infrastructure & Holdings Limited","EQ","Fv Split Rs.10/- To Re.1/","1","01-Jan-2009","09-Jan-2009","-","-"
"REIAGROLTD","Rei Agro Limited","EQ","Fv Split Rs.10/- To Re.1/","1","05-Feb-2009","12-Feb-2009","-","-"
"CORALHUB","Coral Hub Limited","EQ","Fv Split Rs.10/- To Re.1/","1","27-Feb-2009","06-Mar-2009","-","-"
"AMJLAND","Amj Land Holdings Limited","EQ","Fv Split Rs.10/- To Rs.2/","2","23-Mar-2009","31-Mar-2009","-","-"
"BIRLAPOWER","Birla Power Solutions Limited","EQ","Fv Split Rs.10/- To Rs.1/","1","24-Apr-2009","05-May-2009","-","-"
"AUSTRAL","Austral Coke & Projects Limited","EQ","Fv Split Rs.10/- To Re.1/","1","07-Aug-2009","10-Aug-2009","-","-"
"SHREEASHTA","Shree Ashtavinayak Cine Vision Limited","EQ","Fv Split Rs.10/- To Rs.1/","1","20-Aug-2009","21-Aug-2009","-","-"
"IVC","IL&FS Investment Managers Limited","EQ","Fv Split Rs.10/- To Rs.2/","2","16-Sep-2009","17-Sep-2009","-","-"
"MVL","MVL Limited","EQ","Fv Split Rs.10/- To Rs.2/","1","18-Sep-2009","22-Sep-2009","-","-"
"GMRINFRA","GMR Airports Infrastructure Limited","EQ","Fv Split Rs.2/- To Re.1/-","1","01-Oct-2009","05-Oct-2009","-","-"
"GOKUL","Gokul Refoils and Solvent Limited","EQ","Fv Split Rs.10/- To Rs.2/Rd Revised","2","14-Oct-2009","15-Oct-2009","-","-"
"FCSSOFT","FCS Software Solutions Limited","EQ","Fv Split Rs.10/- To Re.1/","1","15-Oct-2009","16-Oct-2009","-","-"
"BIRLACOT","Birla Cotsyn (India) Limited","EQ","Fv Split Rs.10/- To Re.1/","1","23-Oct-2009","26-Oct-2009","-","-"
"AJRINFRA","AJR INFRA AND TOLLING LIMITED","EQ","Fv Split Rs.10/- To Rs.2/","2","26-Oct-2009","27-Oct-2009","-","-"
"REISIXTEN","REI Six Ten Retail Limited","EQ","Fv Split Rs.10/- To Rs.2/","2","26-Oct-2009","27-Oct-2009","-","-"
"EDUCOMP","Educomp Solutions Limited","EQ","Fv Split Rs.10/- To Rs.2/","2","27-Oct-2009","28-Oct-2009","-","-"
"MADHUCON","Madhucon Projects Limited","EQ","Fv Split Rs.2/- To Re.1/","1","05-Nov-2009","07-Nov-2009","-","-"
"ADSL","Allied Digital Services Limited","EQ","Fv Split Rs.10/- To Rs.5/","5","11-Nov-2009","12-Nov-2009","-","-"
"HINDNATGLS","Hindusthan National Glass & Industries Limited","EQ","Fv Split Rs.10/- To Rs.2/","2","12-Nov-2009","13-Nov-2009","-","-"
"HBLPOWER","HBL Power Systems Limited","EQ","Fv Split Rs.10/- To Re.1/","1","24-Nov-2009","25-Nov-2009","-","-"
"JINDALSAW","Jindal Saw Limited","EQ","Fv Split Rs.10/- To Rs.2/","1","10-Dec-2009","11-Dec-2009","-","-"
"JKLAKSHMI","JK Lakshmi Cement Limited","EQ","Fv Split Rs.10 To Rs.5","5","17-Dec-2009","18-Dec-2009","-","-"
"NUTEK","Nu Tek India Limited","EQ","Fv Split Rs.10 To Rs.5","5","23-Dec-2009","24-Dec-2009","-","-"
"LITL","Lanco Infratech Limited","EQ","Fv Split Rs.10 To Re.1","1","04-Jan-2010","05-Jan-2010","-","-"
"WINSOMYARN","Winsome Yarns Limited","EQ","Fv Split Rs.10 To Re.1","1","21-Jan-2010","22-Jan-2010","-","-"
"BAJAJELEC","Bajaj Electricals Limited","EQ","Fv Split Rs.10 To Rs.2","2","28-Jan-2010","29-Jan-2010","-","-"
"CCCL","Consolidated Construction Consortium Limited","EQ","Fv Split Rs.10 To Rs.2","2","10-Feb-2010","11-Feb-2010","-","-"
"MURLIIND","Murli Industries Limited","EQ","Fv Split Rs.10 To Rs.2","2","18-Mar-2010","19-Mar-2010","-","-"
"IPCALAB","IPCA Laboratories Limited","EQ","Fv Split Rs.10 To Rs.2","1","22-Mar-2010","23-Mar-2010","-","-"
"KMSUGAR","K.M.Sugar Mills Limited","EQ","Fv Split Rs.10 To Rs.2","2","26-Mar-2010","29-Mar-2010","-","-"
"M&M","Mahindra & Mahindra Limited","EQ","Fv Split Rs.10 To Rs.5","5","29-Mar-2010","30-Mar-2010","-","-"
"SEINVEST","S.E. Investments Limited","EQ","Fv Split Rs.10 To Rs.2","1","05-Apr-2010","06-Apr-2010","-","-"
"UNITY","Unity Infraprojects Limited","EQ","Fv Split Rs.10 To Rs.2","2","07-Apr-2010","08-Apr-2010","-","-"
"VIPUL","Vipul Limited","EQ","Fv Split Rs.2/- To Re.1/-","1","04-May-2010","05-May-2010","-","-"
"KABRAEXTRU","Kabra Extrusion Technik Limited","EQ","Face Value Split From Rs.10/- To Rs.5/-","5","17-May-2010","18-May-2010","-","-"
"STER","Sterlite Industries ( India ) Limited","EQ","Bonus 1:1 And Face Value Split From Rs.2/- To Re.1/-","1","21-Jun-2010","22-Jun-2010","-","-"
"GENESYS","Genesys International Corporation Limited","EQ","Face Value Split From Rs.10/- To Rs.5/-","5","23-Jun-2010","24-Jun-2010","-","-"
"TATACONSUM","TATA CONSUMER PRODUCTS LIMITED","EQ","Face Value Split From Rs.10/- To Re.1/-","1","30-Jun-2010","02-Jul-2010","-","-"
"TULIP","Tulip Telecom Limited","EQ","Fv Split Rs.10/- To Rs.2/-","2","06-Jul-2010","07-Jul-2010","-","-"
"EMAMILTD","Emami Limited","EQ","Dividend Rs.6/- Per Share And Face Value Split From Rs.2/- To Re.1/-","1","21-Jul-2010","-","23-Jul-2010","27-Jul-2010"
"MMTC","MMTC Limited","EQ","Bonus 1:1 And Face Value Split From Rs.10 To Re.1","1","29-Jul-2010","30-Jul-2010","-","-"
"PRATIBHA","Pratibha Industries Limited","EQ","Fv Split Rs.10/- To Rs.2/-","2","30-Jul-2010","02-Aug-2010","-","-"
"EDELWEISS","Edelweiss Financial Services Limited","EQ","Face Value Split From Rs.5/- To Re.1/- And Bonus 1:1","1","10-Aug-2010","11-Aug-2010","-","-"
"RAINBOWPAP","Rainbow Papers Limited","EQ","Face Value Split From Rs.10/- To Rs.2/-","2","11-Aug-2010","12-Aug-2010","-","-"
"JAYSREETEA","Jayshree Tea & Industries Limited","EQ","Face Value Split From Rs.10/- To Rs.5/-","5","13-Aug-2010","16-Aug-2010","-","-"
"POONAWALLA","Poonawalla Fincorp Limited","EQ","Face Value Split From Rs.10/- To Rs.2/-","2","13-Aug-2010","16-Aug-2010","-","-"
"HDFC","Housing Development Finance Corporation Limited","EQ","Face Value Split From Rs.10/- To Rs.2/-","2","18-Aug-2010","20-Aug-2010","-","-"
"REDINGTON","Redington Limited","EQ","Face Value Split From Rs.10/- To Rs.2/-","2","20-Aug-2010","23-Aug-2010","-","-"
"LUPIN","Lupin Limited","EQ","Face Value Split From Rs.10/- To Rs.2/-","2","27-Aug-2010","30-Aug-2010","-","-"
"INDIANHUME","Indian Hume Pipe Company Limited","EQ","Face Value Split From Rs.10/- To Rs.2/-","2","30-Aug-2010","31-Aug-2010","-","-"
"APOLLOHOSP","Apollo Hospitals Enterprise Limited","EQ","Face Value Split From Rs.10/- To Rs.5/-","5","02-Sep-2010","03-Sep-2010","-","-"
"KCP","KCP Limited","EQ","1st Interim Dividend Rs.2.50 Per Share And Face Value Split From Rs.10/- To Re.1/- (Purpose Revised)","1","02-Sep-2010","03-Sep-2010","-","-"
"KPIL","Kalpataru Projects International Limited","EQ","Face Value Split From Rs.10/- To Rs.2/-","2","08-Sep-2010","09-Sep-2010","-","-"
"BRITANNIA","Britannia Industries Limited","EQ","Face Value Split From Rs.10/- To Rs.2/-","1","08-Sep-2010","09-Sep-2010","-","-"
"KOTAKBANK","Kotak Mahindra Bank Limited","EQ","Face Value Split From Rs.10/- To Rs.5/-","5","13-Sep-2010","14-Sep-2010","-","-"
"RESURGERE","Resurgere Mines & Minerals India Limited","EQ","Annual General Meeting/Bonus 2:1/Face Value Split From Rs.10/- To Re.1/-","1","15-Sep-2010","-","17-Sep-2010","19-Sep-2010"
"ASTRAL","Astral Limited","EQ","Face Value Split From Rs.10/- To Rs.5/-","1","15-Sep-2010","16-Sep-2010","-","-"
"ADANIPORTS","Adani Ports and Special Economic Zone Limited","EQ","Face Value Split From Rs.10/- To Rs.2/-","2","23-Sep-2010","24-Sep-2010","-","-"
"SOUTHBANK","The South Indian Bank Limited","EQ","Face Value Split From Rs.10/- To Re.1/-","1","23-Sep-2010","24-Sep-2010","-","-"
"NISSAN","Nissan Copper Limited","EQ","Face Value Split From Rs.10/- To Re.1/-","1","27-Sep-2010","28-Sep-2010","-","-"
"BLKASHYAP","B. L. Kashyap and Sons Limited","EQ","Bonus 1:1 / Face Value Split From Rs. 5/- To Re. 1/-","1","29-Sep-2010","01-Oct-2010","-","-"
"AQUA","Aqua Logistics Limited","EQ","Face Value Split From Rs.10/- To Re.1/-","1","01-Oct-2010","04-Oct-2010","-","-"
"PARSVNATH","Parsvnath Developers Limited","EQ","Face Value Split From Rs.10/- To Rs.5/-","5","18-Oct-2010","19-Oct-2010","-","-"
"SUPREMEIND","Supreme Industries Limited","EQ","Face Value Split From Rs.10/- To Rs.2/-","2","18-Oct-2010","19-Oct-2010","-","-"
"SEZALGLASS","Sezal Glass Limited","EQ","Face Value Split From Rs.10/- To Re.1/-","1","21-Oct-2010","22-Oct-2010","-","-"
"UNICHEMLAB","Unichem Laboratories Limited","EQ","Interim Dividend Rs.3/- Per Share And Face Value Split From Rs.5/- To Rs.2/- (Purpose Revised)","2","21-Oct-2010","22-Oct-2010","-","-"
"GENUSPOWER","Genus Power Infrastructures Limited","EQ","Face Value Split From Rs.10/- To Re.1/-","1","22-Oct-2010","25-Oct-2010","-","-"
"SINTEX","Sintex Industries Limited","EQ","Face Value Split From Rs.2/- To Re.1/-","1","27-Oct-2010","28-Oct-2010","-","-"
"JISLJALEQS","Jain Irrigation Systems Limited","EQ","Face Value Split From Rs.10/- To Rs.2/-","2","29-Oct-2010","01-Nov-2010","-","-"
"SEINVEST","S.E. Investments Limited","EQ","Face Value Split From Rs.2/- To Re.1/-","1","29-Oct-2010","01-Nov-2010","-","-"
"PFOCUS","Prime Focus Limited","EQ","Face Value Split From Rs.10/- To Re.1/-","1","29-Oct-2010","01-Nov-2010","-","-"
"ARCHIES","Archies Limited","EQ","Face Value Split From Rs.10/- To Rs.2/-","2","02-Nov-2010","03-Nov-2010","-","-"
"NITINFIRE","Nitin Fire Protection Industries Limited","EQ","Face Value Split From Rs.10/- To Rs.2/-","2","04-Nov-2010","08-Nov-2010","-","-"
"ATLANTAA","ATLANTAA LIMITED","EQ","Face Value Split From Rs.10/- To Rs.2/-","2","08-Nov-2010","09-Nov-2010","-","-"
"HSCL","Himadri Speciality Chemical Limited","EQ","Face Value Split From Rs.10/- To Re.1/-","1","08-Nov-2010","09-Nov-2010","-","-"
"ORIENTHOT","Oriental Hotels Limited","EQ","Face Value Split From Rs.10/- To Re.1/-","1","10-Nov-2010","11-Nov-2010","-","-"
"SOMANYCERA","Somany Ceramics Limited","EQ","Face Value Split From Rs.10/- To Rs.2/-","2","11-Nov-2010","12-Nov-2010","-","-"
"MVL","MVL Limited","EQ","Face Value Split From Rs.2/- To Re.1/-","1","16-Nov-2010","18-Nov-2010","-","-"
"BALAMINES","Balaji Amines Limited","EQ","Face Value Split From Rs.10/- To Rs.2/-","2","18-Nov-2010","19-Nov-2010","-","-"
"GREAVESCOT","Greaves Cotton Limited","EQ","Interim Dividend Rs 2/- Per Share And Face Value Split From Rs 10/- To Rs 2/-","2","24-Nov-2010","25-Nov-2010","-","-"
